文件名,参考文本,识别结果,CER(%),错误数,总字符数,严重程度
"DF0007_0073.wav","全部关闭","这破咖啡。",100,4,4,"重度"
"DF0007_0074.wav","全部关闭","宁波咖啡。",100,4,4,"重度"
"DF0007_0075.wav","重新开始","广州天气。",100,4,4,"重度"
"DF0007_0076.wav","重新开始","广州天气。",100,4,4,"重度"
"DF0007_0077.wav","重新开始","我要听相声。",125,5,4,"重度"
"DF0007_0078.wav","播放上一首","But why that is it?",280,14,5,"重度"
"DF0007_0079.wav","播放上一首","波波嫁日记。",100,5,5,"重度"
"DF0007_0080.wav","播放上一首","波波波站一起。",100,5,5,"重度"
"DF0007_0081.wav","播放下一首","波波加日记。",100,5,5,"重度"
"DF0007_0082.wav","播放下一首","But why jack is there?",340,17,5,"重度"
"DF0007_0083.wav","播放下一首","波波加一起。",80,4,5,"重度"
"DF0007_0084.wav","打开蓝牙","佢系真系一样啊。",175,7,4,"重度"
"DF0007_0085.wav","打开蓝牙","唔怪啫唉啊。",125,5,4,"重度"
"DF0007_0086.wav","打开蓝牙","嗯，家姐系一样。",150,6,4,"重度"
"DF0007_0087.wav","替我取消暂停","点样制作啫喱。",100,6,6,"重度"
"DF0007_0088.wav","替我取消暂停","给我聚焦再减。",83.33,5,6,"重度"
"DF0007_0089.wav","替我取消暂停","请问郑州天气？",100,6,6,"重度"
"DF0007_0090.wav","帮忙暂停","爸妈再见。",100,4,4,"重度"
"DF0007_0092.wav","帮忙暂停","帮忙接姐姐。",75,3,4,"重度"
"DF0007_0093.wav","打开后一集","你看这熬夜的。",120,6,5,"重度"
"DF0007_0094.wav","打开后一集","我快成二姨姐了。",140,7,5,"重度"
"DF0007_0095.wav","打开后一集","帰りゃいいじゃん。",160,8,5,"重度"
"DF0007_0096.wav","降低音量","家庭影院。",100,4,4,"重度"
"DF0007_0097.wav","降低音量","都要去医院啊。",150,6,4,"重度"
"DF0007_0098.wav","降低音量","了解一下。",100,4,4,"重度"
"DF0007_0099.wav","打开上一集","阶跃下一集。",60,3,5,"重度"
"DF0007_0100.wav","打开上一集","怪只只系愚者。",120,6,5,"重度"
"DF0007_0101.wav","打开上一集","感觉减一级。",80,4,5,"重度"
"DF0007_0102.wav","开启省电","再见小鸡。",100,4,4,"重度"
"DF0007_0103.wav","开启省电","这这这这。",100,4,4,"重度"
"DF0007_0104.wav","开启省电","遮遮遮遮。",100,4,4,"重度"
"DF0007_0105.wav","音量调大","ねえ何やるか。",150,6,4,"重度"
"DF0007_0106.wav","音量调大","いいんじゃないっておかあ。",300,12,4,"重度"
"DF0007_0107.wav","音量调大","嗯，那你好好干啊。",175,7,4,"重度"
"DF0007_0108.wav","调到下一频道","どこがテレビか。",116.67,7,6,"重度"
"DF0007_0109.wav","调到下一频道","这个国家也比较。",116.67,7,6,"重度"
"DF0007_0110.wav","调到下一频道","よくじゃねえべか。",133.33,8,6,"重度"
"DF0007_0111.wav","变温温度设为零下五度","贝微微高清微微加我哥。",100,10,10,"重度"
"DF0007_0112.wav","变温温度调至两摄氏度","北外外公交今年检结果。",100,10,10,"重度"
"DF0007_0113.wav","温度增大到二十三","为构建全国爱学习。",100,8,8,"重度"
"DF0007_0114.wav","麻烦帮我把空调温度放到十八","冇咩帮我爸工作咩我帮我工姐吧。",92.31,12,13,"重度"
"DF0007_0115.wav","制暖开","唔知啊𠮶个。",200,6,3,"重度"
"DF0007_0116.wav","烦请把空调温度设为二十二","北京八宝桥哪个地名安全？",100,12,12,"重度"
"DF0007_0117.wav","很热","哎呦。",100,2,2,"重度"
"DF0007_0118.wav","请给我把空调温度切到二十三","滴滴我把公交外公经过安检器。",84.62,11,13,"重度"
"DF0007_0119.wav","温度加大到六十","ねえこっちおなかおっころおっころええち。",271.43,19,7,"重度"
"DF0007_0120.wav","把空调温度放小为十七","把工作上边嘅𠮶方面，设置。",110,11,10,"重度"
"DF0007_0121.wav","变温温度调至零下五摄氏度","被被被工作经历，教会我坚强。",100,12,12,"重度"
"DF0007_0122.wav","变温温度调至两度档","你做咩呢？我知你系边个。",111.11,10,9,"重度"
"DF0007_0123.wav","变温室温度设定负十六摄氏度档","阶跃星辰是否已经提交相关报告？",100,14,14,"重度"
"DF0007_0124.wav","变温室设为零度","被爱最基本的一个。",114.29,8,7,"重度"
"DF0007_0125.wav","变温温度设为零下十六摄氏度","跃问，跃问公司是一家怎样的机构？",107.69,14,13,"重度"
"DF0007_0126.wav","麻烦帮我把空调温度调大到二十八","妈，把包我爸工作没搞定，我刚刚挨你爸。",100,15,15,"重度"
"DF0007_0127.wav","请你把空调温度设为二十四度","零零八公主外公主被爱子禁锢。",100,13,13,"重度"
"DF0007_0128.wav","变温温度调至负十六摄氏度","比外卖工厂的不仅要清洁工。",100,12,12,"重度"
"DF0007_0129.wav","冷冻温度设定零下二十一度档","你那个咩个似少女站歌词，酷狗。",100,13,13,"重度"
"DF0007_0130.wav","变温温度设定负十八度","你买个镜子付钱吧，哥。",100,10,10,"重度"
"DF0007_0131.wav","变温室温度设置为负十一摄氏度","北京空气密污染治理体系结构。",100,14,14,"重度"
"DF0007_0132.wav","变温室温度设定零下十三摄氏度","北京爱集美工区离家直线距离高。",100,14,14,"重度"
"DF0007_0133.wav","冷冻温度调至零下十五度","那高危的工作今年在几号？",100,11,11,"重度"
"DF0007_0134.wav","请你把温度切为二十","给你把外公接回家。",77.78,7,9,"重度"
"DF0007_0135.wav","关净化","月经吧。",100,3,3,"重度"
"DF0007_0136.wav","赶紧把空调温度放到二十六","天津宝安公交违章报告安检结果。",116.67,14,12,"重度"
"DF0007_0137.wav","把温度增强为二十度","パパがこっちにいてあげてごめんね。",177.78,16,9,"重度"
"DF0007_0138.wav","设定十六度","你去去解忧沟。",120,6,5,"重度"
"DF0007_0150.wav","变温温度调至零下十七度","阶跃星辰有几个架构。",100,11,11,"重度"
"DF0007_0151.wav","把空调温度增加到二十五","妈，工作没有工资，快过来陪我。",109.09,12,11,"重度"
"DF0007_0152.wav","冷冻室温度调至负十八度","嗯，工资每个涨几步几百个。",100,11,11,"重度"
"DF0007_0153.wav","赶紧把温度提高到二十","联系保卫科，提供个人简历。",100,10,10,"重度"
"DF0007_0154.wav","冷藏温度设定八度","哎呀个哎呀个天天八哥",112.5,9,8,"重度"
"DF0007_0155.wav","停上下扫风","阶跃的角度。",100,5,5,"重度"
"DF0007_0156.wav","给我把空调温度放到二十","优步把公交外购报告安检。",90.91,10,11,"重度"
"DF0007_0157.wav","变温温度设定零下十三度档","跃问跃问公司定义价值在谷歌。",100,12,12,"重度"
"DF0007_0158.wav","温度增加为二十一度","点样调节座椅嘅加热效果。",122.22,11,9,"重度"
"DF0007_0159.wav","烦请把温度调成二十二","北京八弯公交是A级A.",100,10,10,"重度"
"DF0007_0160.wav","请给我把空调温度设置为十八度","日报工作外公均定日结拜功。",100,14,14,"重度"
"DF0007_0161.wav","把空调温度加大为二十九度","包工头、月工头、岗位安装、电工。",100,12,12,"重度"
"DF0007_0162.wav","给我把温度打到二十三度","给我把那个给我爱情听歌。",72.73,8,11,"重度"
"DF0007_0163.wav","冷冻温度设为零下二十摄氏度档","月供，月供，请问你家IT机器贵不贵？",107.14,15,14,"重度"
"DF0007_0164.wav","冷冻温度设为负十六度","嗯，公务员工资会不会只一高？",120,12,10,"重度"
"DF0007_0165.wav","变温温度设定零下十二摄氏度档","被窝窝弄进去你下次还去弄弄看看哦",107.14,15,14,"重度"
"DF0007_0166.wav","麻烦帮我把温度切换到二十三","麻烦帮我把那个今天的关键词。",61.54,8,13,"重度"
"DF0007_0167.wav","烦请把温度调大到二十九度","联系宝妹公交，考考A的经过。",100,12,12,"重度"
"DF0007_0168.wav","强劲开","减7天。",100,3,3,"重度"
"DF0007_0169.wav","温度放大为十七","没有公布考研时间。",114.29,8,7,"重度"
"DF0007_0170.wav","把温度增强为二十七","宝妈工具，价位APP。",100,9,9,"重度"
"DF0007_0171.wav","冷藏温度设为六摄氏度","阶跃星辰架构。",100,10,10,"重度"
"DF0007_0172.wav","麻烦帮我把温度打到二十三度","麻烦帮我把关公告个IT结构。",61.54,8,13,"重度"
"DF0007_0173.wav","帮我打开空调温度到二十九度","帮我看下广州，明天晚上11:00。",92.31,12,13,"重度"
"DF0007_0174.wav","打开温度到十八度","关于跃问的公告写报告。",125,10,8,"重度"
"DF0007_0175.wav","变温室温度设定五摄氏度","被外省派工作的母亲结构。",100,11,11,"重度"
"DF0007_0176.wav","帮帮我把温度换切为二十八度","帮我把那个嘴都给按住吧，哥。",76.92,10,13,"重度"
"DF0007_0177.wav","烦请把温度切到十七","北京到温哥华的最快汽车。",111.11,10,9,"重度"
"DF0007_0178.wav","帮我把温度调到二十度","帮我把车库锁个喺如故",70,7,10,"重度"
"DF0007_0179.wav","空调温度调大为二十八","广州边个早咖啡机安装？",100,10,10,"重度"
"DF0007_0180.wav","冷藏温度调至六度档","外国外国总是英国狗。",100,9,9,"重度"
"DF0007_0181.wav","变温温度设定零下十五摄氏度","被被被告知你家植物提取过。",100,13,13,"重度"
"DF0007_0182.wav","把空调温度放小为二十五度","把工作俾个波咗俾一啲蘑菇。",91.67,11,12,"重度"
"DF0007_0183.wav","变温温度设定零下十五度档","被喂喂过一顿，人家牛哥哥。",100,12,12,"重度"
"DF0007_0184.wav","变温室温度设定负二度","不爱狗。",100,10,10,"重度"
"DF0007_0185.wav","冷藏变温室调至果蔬","唉，我被外地抓去过去。",100,9,9,"重度"
"DF0007_0186.wav","假日关闭","甲A甲B.",100,4,4,"重度"
"DF0007_0187.wav","把温度降低到十七度","帮办公室建新公司提供。",111.11,10,9,"重度"
"DF0007_0188.wav","烦请把空调温度设为三十度","联系包工头和施工队建设工。",100,12,12,"重度"
"DF0007_0189.wav","风大点","不客气。",100,3,3,"重度"
"DF0007_0190.wav","请你把空调温度调大到二二十四","118工作日工作时间是。",100,14,14,"重度"
"DF0007_0191.wav","变温温度设定零下六度档","1万8千9，000加一个果。",109.09,12,11,"重度"
"DF0007_0192.wav","帮我开启空调温度到二十一","帮我接听酷狗，酷狗音乐APP.",91.67,11,12,"重度"
"DF0007_0193.wav","请你把空调温度设置成十九","点样把工作服嘅工资计算。",91.67,11,12,"重度"
"DF0007_0194.wav","变温室温度调至零下三度档","北京有几家车库？",100,12,12,"重度"
"DF0007_0195.wav","变温室设为果蔬","阶跃星辰有多牛？",100,7,7,"重度"
"DF0007_0196.wav","烦请把空调温度调到三十","南京八公桥外公交公交站点。",109.09,12,11,"重度"
"DF0007_0197.wav","电压力锅开始焖炖","阶跃星辰的创始人是谁？",112.5,9,8,"重度"
"DF0007_0198.wav","降三度","在嘞个，",100,3,3,"重度"
"DF0007_0199.wav","调高一度","9个1个。",100,4,4,"重度"
"DF0007_0200.wav","帮我把空调温度设成二十三度","帮我把工作微工具也安装监控。",76.92,10,13,"重度"
"DF0007_0201.wav","我需要把空调温度切到十六度","5068工作面工提供企业工。",100,13,13,"重度"
"DF0007_0202.wav","把温度调大到二十九","不好，没有工作，光靠爱情。",111.11,10,9,"重度"
"DF0007_0203.wav","变温室温度设定零下十二度档","被问及恶搞，鞠婧祎再揭恶搞。",100,13,13,"重度"
"DF0007_0204.wav","把空调温度加大为二十一","把工作咩工作个比s e 。",90.91,10,11,"重度"
"DF0007_0205.wav","把空调温度调小到十八度","把工作外工作做靠近办公。",90.91,10,11,"重度"
"DF0007_0206.wav","请帮我把空调温度切到三十","请帮我把公众微信的推广链接。",75,9,12,"重度"
"DF0007_0207.wav","变温温度设定四度档","跃问，开启QQ公告。",100,9,9,"重度"
"DF0007_0208.wav","变温室温度设定零下十三度档","Fm1 九五点四、五、六、七、八、九、九个。",107.69,14,13,"重度"
"DF0007_0209.wav","变温温度放大到十七","被外外国报告那几天。",100,9,9,"重度"
"DF0007_0210.wav","变温室温度设为负十五度档","北京西城区天气会转晴。",100,12,12,"重度"
"DF0007_0211.wav","减弱声音","旅游建议。",100,4,4,"重度"
"DF0007_0212.wav","音量太小","一热电就。",100,4,4,"重度"
"DF0007_0213.wav","音量调到最大","一月两个西瓜。",100,6,6,"重度"
"DF0007_0214.wav","帮我播放","抱抱抱抱。",100,4,4,"重度"
"DF0007_0215.wav","给我声音稍微调大一点","给我找一找阅读理解。",80,8,10,"重度"
"DF0007_0216.wav","帮我音量调高一点","帮我一下，给我看一眼。",75,6,8,"重度"
"DF0007_0217.wav","帮我音量稍微放大一点","播放音乐，永不放弃你。",80,8,10,"重度"
"DF0007_0218.wav","帮我音量再大点","帮我看下车嘅位置。",85.71,6,7,"重度"
"DF0007_0219.wav","继续播","第几部？",100,3,3,"重度"
"DF0007_0220.wav","音量太大了","音量提高。",60,3,5,"重度"
"DF0007_0221.wav","帮我换电台","帮我换地点。",40,2,5,"重度"
"DF0007_0222.wav","给我声音降低点","给我解答这些。",71.43,5,7,"重度"
"DF0007_0223.wav","帮我音量调小点","播放一日在昨天。",100,7,7,"重度"
"DF0007_0224.wav","刚才那曲","构建2阶。",100,4,4,"重度"
"DF0007_0225.wav","音量降低","恩爱大街。",100,4,4,"重度"
"DF0007_0226.wav","给我声音稍微放大一点","请问阶跃星辰如何加入该软件？",130,13,10,"重度"
"DF0007_0227.wav","减声音","阶跃星辰。",133.33,4,3,"重度"
"DF0007_0228.wav","帮我音量放小点","播放音乐，不爱交集。",100,7,7,"重度"
"DF0007_0229.wav","给我声音增强","第五题应该选。",100,6,6,"重度"
"DF0007_0230.wav","音量关闭","营养咖啡。",100,4,4,"重度"
"DF0007_0231.wav","帮我换一歌曲","帮我翻译歌词。",50,3,6,"重度"
"DF0007_0232.wav","音量稍微增强一点","一顿招聘再加一题。",87.5,7,8,"重度"
"DF0007_0233.wav","帮我音量最大","我不会用这个。",100,6,6,"重度"
"DF0007_0234.wav","打开播放历史","高尔基播放一起。",83.33,5,6,"重度"
"DF0007_0235.wav","给我随机播放","给我紧急播报。",50,3,6,"重度"
"DF0007_0236.wav","帮我换一曲歌曲","帮我背一句古诗。",57.14,4,7,"重度"
"DF0007_0237.wav","加音量","呀嗯呀。",100,3,3,"重度"
"DF0007_0238.wav","帮我音量减小","帮我音乐低调。",50,3,6,"重度"
"DF0007_0239.wav","音量稍微大一点","一年就没看一集。",85.71,6,7,"重度"
"DF0007_0240.wav","音量打开","いいねこうやって。",200,8,4,"重度"
"DF0007_0241.wav","音量调大一点","ありがとうございます。",166.67,10,6,"重度"
"DF0007_0242.wav","音量减弱","嗯那这哦。",100,4,4,"重度"
"DF0007_0243.wav","给我声音关闭","点会将你挂住。",100,6,6,"重度"
"DF0007_0244.wav","播放广播","啵啵啵啵。",100,4,4,"重度"
"DF0007_0245.wav","对话聊天帮助","1万元的报告。",100,6,6,"重度"
"DF0007_0246.wav","帮我音量调到最大","帮我音乐调高点嘎。",50,4,8,"重度"
"DF0007_0247.wav","帮我搜索","帮我听听。",50,2,4,"重度"
"DF0007_0248.wav","再来一遍","答案AB.",100,4,4,"重度"
"DF0007_0249.wav","帮我音量稍微加大一点","帮我解今天教我们讲的案例题。",110,11,10,"重度"
"DF0007_0250.wav","给我声音减小点","给我一天一集讲解。",85.71,6,7,"重度"
"DF0007_0251.wav","给我声音稍微小点","给我写一条表题。",75,6,8,"重度"
"DF0007_0252.wav","给我声音调为最小","给我推荐一条北京桥。",87.5,7,8,"重度"
"DF0007_0253.wav","音量放大一点","うんやっぱ分かるよね。",166.67,10,6,"重度"
"DF0007_0254.wav","帮我音量再小点","帮我找一下阶跃星辰。",100,7,7,"重度"
"DF0007_0255.wav","给我声音大点","今日も１，０００回って。",166.67,10,6,"重度"
"DF0007_0256.wav","帮我换一个频道","帮我变一个美狗。",42.86,3,7,"重度"
"DF0007_0257.wav","帮我音量稍微大一点","播放我一定要去看你。",100,9,9,"重度"
"DF0007_0258.wav","音乐列表","夜夜夜夜吧。",125,5,4,"重度"
"DF0007_0259.wav","给我声音打开","植物界与怪界。",100,6,6,"重度"
"DF0007_0260.wav","下一个频道","じゃあいい子ぶりが。",180,9,5,"重度"
"DF0007_0261.wav","音量稍微增加一点","いいなと思っちゃったんです。",162.5,13,8,"重度"
"DF0007_0262.wav","音量减小","一年级小。",75,3,4,"重度"
"DF0007_0263.wav","给我声音稍微加大一点","衣物洁净度评价高一点。",80,8,10,"重度"
"DF0007_0264.wav","一直播放这首","一夜暴富攻略。",83.33,5,6,"重度"
"DF0007_0265.wav","给我声音小一点","给我的意大利卷。",71.43,5,7,"重度"
"DF0007_0266.wav","给我声音放小点","给我写一篇作文。",71.43,5,7,"重度"
"DF0007_0267.wav","音量调高点","应该怎么搞呢？",120,6,5,"重度"
"DF0007_0268.wav","帮我音量稍微小点","播放依家就回家。",100,8,8,"重度"
"DF0007_0269.wav","帮我关机","波纹快递。",100,4,4,"重度"
"DF0007_0270.wav","给我声音降低","礼物的价钱。",100,6,6,"重度"
"DF0007_0271.wav","音乐帮助","一一报告。",100,4,4,"重度"
"DF0007_0272.wav","帮我音量小一点","帮我把音量调大一点。",42.86,3,7,"重度"
"DF0007_0273.wav","给我声音调大","吉普车的油价。",100,6,6,"重度"
"DF0007_0274.wav","减小音量","你叫人家。",100,4,4,"重度"
"DF0007_0275.wav","给我声音调小点","你我在走走走。",85.71,6,7,"重度"
